#,TIME EST,TWEET
UPR76	13:50	THE GOVERNOR WAS TAKEN TO THE SAME HOSPITAL. THE PRESIDENT HAD SPOKEN THIS MORNING IN FORT WORTH, THEN FLEW TO DALLAS.
UPR76	13:50	MCH KL145PES 2 HE WAS TO DELIVER A SPEECH DURING A MOTORCADE THROUGH THE CITY.
UPR76	13:50	NEWSMEN SOME FIVE CAR LENGTHS BEHIND THE PRESIDENT HEARD WHAT SOUNDED LIKE THREE BURSTS OF GUNFIRE.
UPR76	13:50	SECRET SERVICE AGENTS IN THE CAR FOLLOWING THE PRESIDENT'S QUICKLY PULLED AUTOMATIC RIFLES.
UPR76	13:50	THE BUBBLE OF THE PRESIDENT'S CAR WAS DOWN WHEN THE SHOTS RANG OUT.
UPR76	13:50	THE PRESIDENT SLUMPED OVER IN THE BACK SEAT, FACE DOWN.
UPR76	13:50	CONNALLY LAY ON THE FLOOR OF THE REAR SEAT. WOUNDS IN THE GOVERNOR'S CHEST WERE CLEARLY VISIBLE.
UPR76	13:50	THE WOUNDS INDICATED AN AUTOMATIC WEAPON WAS USED. 
UPR76	13:50	THREE LOUD BURSTS OF GUNFIRE WERE HEARD BEFORE THE PRESIDENT AND GOVERNOR FELL.
UPR76	13:50	IN THE TURMOIL, IT WAS IMPOSSIBLE TO DETERMINE WHETHER SECRET SERVICE AGENTS AND DALLAS POLICE RETURNED THE FIRE.
UPR76	13:50	IT COULD NOT BE IMMEDIATELY DETERMINED EITHER WHETHER MRS. KENNEDY OR MRS. CONNALLY WERE WOUNDED.
UPR76	13:50	BOTH WOMEN WERE IN THE CAR, AND WERE CRUSHED DOWN OVER THE INERT FORMS 
UPR76	13:50	OF THEIR HUSBANDS AS THE BIG AUTO RACED TOWARD THE HOSPITAL.
UPR76	13:50	MRS. KENNEDY COULD BE SEEN ON THE FLOOR OF THE REAR SEAT WITH HER HEAD TOWARD THE PRESIDENT.

UPR77	14:00	BULLETIN (SUB KENNEDY)(DALLAS) --- PRESIDENT KENNEDY AND GOVERNOR JOHN CONNALLY OF TEXAS HAVE 
UPR77	14:00	BEEN CUT DOWN BY ASSASSIN'S BULLETS. THEY WERE SHOT AS THEY TOURED DOWNTOWN DALLAS IN AN OPEN CAR.
UPR77	14:00	THE PRESIDENT --- HIS LIMP BODY IN THE ARMS OF HIS WIFE --- WAS RUSHED TO PARKLAND HOSPITAL. 
UPR77	14:00	THE GOVERNOR ALSO WAS TAKEN TO THE SAME HOSPITAL. 
UPR77	14:00	CLINT HILL, A SECRET SERVICE AGENT ASSIGNED TO MRS. KENNEDY SAID "HE'S DEAD"
UPR77	14:00	AS THE PRESIDENT WAS LIFTED FROM THE REAR OF THE WHITE HOUSE TOURING CAR.
UPR77	14:00	MR. KENNEDY WAS RUSHED TO AN EMERGENCY ROOM IN THE HOSPITAL.
UPR77	14:00	OTHER WHITE HOUSE OFFICIALS WERE IN DOUBT AS THE CORRIDORS OF THE HOSPITAL ERUPTED IN PANDEMONIUM.
UPR77	14:00	THE INCIDENT OCCURRED JUST EAST OF THE TRIPLE UNDERPASS FACING A PARK IN DOWNTOWN DALLAS.
UPR77	14:00	NEWSMEN IN THE MOTORCADE HEARD WHAT SOUNDED LIKE THREE BURSTS OF GUNFIRE.
UPR77	14:00	THE PRESIDENT WAS SLUMPED OVER THE BACK SEAT OF THE CAR ... FACE DOWN. 
UPR77	14:00	CONNALLY LAY ON THE FLOOR OF THE REAR SEAT.
UPR77	14:00	IT WAS IMPOSSIBLE TO TELL AT ONCE WHERE KENNEDY WAS HIT.
UPR77	14:00	BULLET WOUNDS WERE PLAINLY VISIBLE IN CONNALLY'S CHEST.
UPR77	14:00	IT WAS DIFFICULT TO TELL AT FIRST WHETHER THE FIRST LADY AND MRS. CONALLY WERE INJURED.
UPR77	14:00	AN ESTIMATED 250-THOUSAND PERSONS LINED THE STREETS.
UPR77	14:00	AT 12:50 P-M CENTRAL TIME, ACTING WHITE HOUSE NEWS SECRETARY MALCOLM KILDUFF WAS ASKED 
UPR77	14:00	WHETHER THE PRESIDENT WAS DEAD. HE SAID "I HAVE NO WORD NOW.
UPR77	14:00	VICE PRESIDENT JOHNSON WAS IN THE CAR BEHIND THE PRESIDENT'S.
UPR77	14:00	THERE WAS NO IMMEDIATE SIGN THAT HE WAS HURT.
UPR77	14:00	SOME OF THE SECRET SERVICE AGENTS THOUGHT THE GUNFIRE WAS FROM AN AUTOMATIC WEAPON FIRED
UPR77	14:00	TO THE RIGHT REAR OF THE PRESIDENT'S CAR ... PROBABLY FROM A GRASSY KNOLL TO WHICH POLICE RUSHED.
UPR77	14:00	CONGRESSMAN JIM WRIGHT OF FORT WORTH SAID BOTH KENNEDY AND CONNALLY WERE SERIOUSLY WOUNDED BUT WERE ALIVE.
UPR77	14:00	A CALL HAS BEEN SENT OUT FROM SOME OF THE TOP SURGICAL SPECIALISTS IN DALLAS. A CALL ALSO WENT OUT FOR A PRIEST.
		
UPR79	14:06	URGENT (HYANNIS PORT, MASSACHUSETTS) --- PRESIDENT KENNEDY'S MOTHER AND FATHER HAVE BEEN ADVISED
UPR79	14:06	THAT THEIR SON WAS SHOT IN DALLAS. THEY ARE IN HYANNIS PORT, MASSACHUSETTS.
		
UPR80	14:07	URGENT (DALLAS) --- MRS. JACQUELINE KENNEDY APPARENTLY IS SAFE. IT ALSO APPEARS MRS. CONNALLY WAS NOT INJURED.
UPR80	14:07	MR. KENNEDY, ACCORDING TO A MEMBER OF HIS STAFF, WAS STILL ALIVE AT 1:55 EST.
		
UPR82	14:11	URGENT (SUB KENNEDY)(DALLAS) --- PRESIDENT KENNEDY HAS BEEN SHOT. HE IS PERHAPS FATALLY WOUNDED.
UPR82	14:11	THE PRESIDENT AND TEXAS GOVERNOR JOHN CONNALLY WERE CUT DOWN BY ASSASSIN'S BULLETS
UPR82	14:11	AS THEY TOURED DOWNTOWN DALLAS IN AN OPEN CAR.
UPR82	14:11	THE PRESIDENT'S BODY WAS LIMP ... CRADLED IN THE ARMS OF HIS WIFE. 
UPR82	14:11	HE WAS RUSHED TO PARKLAND HOSPITAL. THE GOVERNOR ALSO WAS TAKEN THERE.
UPR82	14:11	A CALL WENT OUT FOR TOP SURGICAL SPECIALISTS. A ROMAN CATHOLIC PRIEST ALSO WAS SENT FOR.
UPR82	14:11	CONGRESSMAN JIM WRIGHT OF FORT WORTH SAID BOTH THE PRESIDENT AND CONNALLY WERE SERIOUSLY WOUNDED BUT WERE ALIVE.
UPR82	14:11	BLOOD WAS SPATTERED OVER THE WHITE HOUSE CAR. MR. KENNEDY WAS SLUMPED OVER THE BACK SEAT. 
UPR82	14:11	CONNALLY LAY ON THE FLOOR OF THE REAR SEAT. MRS. KENNEDY APPARENTLY WAS NOT HURT. MRS. CONNALLY ALSO WAS SAFE.
UPR82	14:11	WITNESSES SAID THERE WERE THREE LOUD BURSTS OF GUNFIRE.
UPR82	14:11	MOTORCYCLE POLICE ESCORTING THE PRESIDENT QUICKLY LEAPED FROM THEIR BIKES AND RACED UP A GRASSY HILL. MORE 
		
UPR83	14:12	DOW JONES 2 P-M (EST) AVERAGES
UPR83	14:12	30 INDUSTRIALS 730.18 DOWN 2.47
		
UPR84	14:13	SOME SECRET SERVICE AGENTS THOUGHT THE SHOTS CAME FROM AN AUTOMATIC WEAPON.
UPR84	14:13	IT WAS IMPOSSIBLE TO TELL WHERE THE PRESIDENT WAS HIT ... 
UPR84	14:13	BUT THE GOVERNOR HAD PLAINLY VISIBLE WOUNDS IN HISO CHEST ... 
UPR84	14:13	INDICATING THE SHOTS CAME FROM AN AUTOMATIC WEAPON. MORE 
		
UPR85	14:15	BULLETIN (NEW YORK CITY) --- THE NEW YORK STOCK EXCHANGE CLOSED OPERATIONS TODAY 
UPR85	14:15	AFTER WORD OF THE ASSASSINATION ATTEMPT AGAINST PRESIDENT KENNEDY. THE COTTON AND THE WOOL EXCHANGES ALSO CLOSED.
		
UPR86	14:17	ALTHOUGH DALLAS IS REGARDED AS A CENTER OF STRONG POLITICAL OPPOSITION TO MR. KENNEDY ... 
UPR86	14:17	THE HEAVY STREET CROWDS WERE OVERWHELMINGLY FRIENDLY ... 
UPR86	14:17	BUT THERE WERE A FEW ANTI-KENNEDY PLACARDS.
UPR86	14:17	THERE WAS ONE REPORT THAT THE PRESIDENT WAS WOUNDED IN THE HEAD.
UPR86	14:17	MRS. KENNEDY WAS HEARD TO SCREAM AS SHE REACHED FOR HER HUSBAND.
		
UPR87	14:18	URGENT (DALLAS) --- AT 2:12 P.M. EST A SPECIAL CARTON OF BLOOD, APPARENTLY FOR TRANSFUSION PURPOSES,
UPR87	14:18	WAS RUSHED INTO THE EMERGENCY WARD. TWO DALLAS POLICE OFFICERS CARRIED THE CARTON.
		
	14:18	BUOS PLS STAY OFF THIS WIRE HXR
		
UPR88	14:20	(NEW YORK CITY) --- THE AMERICAN STOCK EXCHANGE CLOSED OPERATIONS TODAY 
UPR88	14:20	AFTER WORD OF THE ASSASSINATION ATTEMPT AGAINST PRESIDENT KENNEDY.
		
UPR89	14:23	URGENT (DALLAS) --- BILL STINSON, AN ASSISTANT TO GOVERNOR CONNALLY, SAID HE TALKED TO THE GOVERNOR
UPR89	14:23	IN THE HOSPITAL OPERATING ROOM.  HE SAID THE GOVERNOR WAS SHOT JUST BELOW THE SHOULDER BLADE IN THE BACK.
UPR89	14:23	STINSON SAID HE ASKED CONNALLY HOW IT HAPPENED AND HE SAID: 
UPR89	14:23	"I DON'T KNOW, I GUESS FROM THE BACK. THEY GOT THE PRESIDENT, TOO."
		
UPR90	14:25	THE ACTION TO CLOSE THE EXCHANGE WAS TAKEN BECAUSE OF THE HEAVY FLOOD OF ORDERS WHICH CAME TO THE FLOOR 
UPR90	14:25	MOMENTS AFTER THE ANNOUNCEMENT OF THE ATTEMPT ON THE PRESIDENT'S LIFE.
		
UPR91	14:26	URGENT (DALLAS) --- A FATHER HUBER, OF HOLY TRINITY CHURCH IN DALLAS ADMINISTERED THE
UPR91	14:26	LAST SACRAMENT OF THE CHURCH TO THE PRESIDENT. THE SACRAMENT WAS ADMINISTERED SHORTLY BEFORE 2 P.M. EST.
UPR91	14:26	ANOTHEVR PRIEST, WHO DECLINED TO GIVE HIS NAME, SAID THE CHIEF EXECUTIVE STILL WAS ALIVE AT THE TIME.
UPR91	14:26	SHERIFF'S OFFICERS TOOK A YOUNG MAN INTO CUSTODY AT THE SCENE AND QUESTIONED HIM BEHIND CLOSED DOORS.
		
UPR92	14:28	VICE PRESIDENT JOHNSON'S WIFE, AFTER A QUICK CHECK ON CONDITIONS 
UPR92	14:28	IN THE EMERGENCY SECTION, SAID HER HUSBAND WAS UNHARMED.
UPR92	14:28	THE VICE PRESIDENT WAS SOMEWHERE IN THE HOSPITAL, BUT IT WAS IMPOSSIBLE TO DETERMINE HIS PRECISE WHEREABOUTS AT ONCE.
UPR92	14:28	HE WAS REPORTED BADLY SHOCKED BY THE SHOOTING. DOCTORS WERE TRYING TO KEEP HIM AS QUIET AS POSSIBLE.
UPR92	14:28	HE WAS UNDER HEAVY SECRET SERVICE AND POLICE PROTECTION.
UPR92	14:28	THROUGHOUT THE TEXAS TRIP, WHEN KENNEDY AND JOHNSON HAD BEEN IN THE SAME MOTORCADE,
UPR92	14:28	AS AN OBVIOUS SECURITY MEASURE THEY HAVE RIDDEN IN SEPARATE CARS. 
UPR92	14:28	THE JOHNSON CAR HAS ALWAYS BEEN SOME DISTANCE FROM THE KENNEDY CAR, SOMETIMES BY AS MUCH AS 60 YARDS.
		
UPR93	14:31	URGENT (DALLAS) --- MALCOLM KILDUFF, AN ASSISTANT PRESS SECRETARY, SAID HE "CANNOT SAY" WHETHER THE PRESIDENT
UPR93	14:31	IS ALIVE "CANNOT SAY WHERE HE WAS HIT."  HE SAID "THERE ARE TOO MANY STORIES."
		
UPR94	14:34	THE MIDWEST STOCK EXCHANGE AT CHICAGO, THIRD LARGEST IN THE NATION, 
UPR94	14:34	AND THE PACIFIC STOCK EXCHANGE, LIKEWISE HALTED HALTED OPERATIONS.
		
	14:35	FLASH
	14:35	PRESIDENT DEAD
		
UPR95	14:36	BULLETIN (DALLAS) --- PRESIDENT KENNEDY IS DEAD.
		
UPR96	14:37	HE WAS SHOT TO DEATH BY AN ASSASSIN IN THE STREETS OF DALLAS. HE WAS 45.
		
UPR97	14:39	HE WAS FIRED AT BY A SNIPER, WHO ALSO HIT TEXAS GOVERNOR JOHN CONNALLY.
UPR97	14:39	THE PRESIDENT HAD SPOKEN AT FORT WORTH THIS MORNING. HE WAS TO DELIVER A SPEECH IN DALLAS THIS AFTERNOON.
		
UPR98	14:40	RIDING IN THE MOTORCADE WITH HIM WHEN HE WAS SHOT WERE HIS WIFE AND MRS. CONNALLY, WIFE OF THE TEXAS GOVERNOR.
UPR98	14:40	VICE PRESIDENT JOHNSON ... WHO WILL BECOME PRESIDENT ... WAS IN A CAR TO THE REAR.
UPR98	14:40	HE WAS NOT HURT. BUT HIS WIFE SAID HE WAS VISIBLY SHAKEN.
UPR98	14:40	IMMEDIATELY AFTER THE SHOOTING, SECRET SERVICE AGENTS SURROUNDED HIM.
		
UPR99	14:41	THE PRESIDENT, CRADLED IN HIS WIFE'S ARMS, HAD BEEN RUSHED IN HIS BLOOD-SPATTERED LIMOUSINE
UPR99	14:41	TO PARKLAND HOSPITAL AND TAKEN TO AN EMERGENCY ROOM. 
UPR99	14:41	AN URGENT CALL WENT OUT FOR NEUROSURGEONS AND BLOOD.
UPR99	14:41	HE DIED AT THE HOSPITAL.
		
UPR100	14:47	BULLETIN (SUB KENNEDY) (DALLAS) --- PRESIDENT KENNEDY IS DEAD.
UPR100	14:47	HE WAS KILLED BY AN ASSASSIN IN DALLAS. JOHN FITZGERALD KENNEDY WAS 45 YEARS OLD ... IN HIS FIRST TERM OF OFFICE.
UPR100	14:47	HE WAS SHOT AS HE RODE IN A MOTORCADE THROUGH DOWNTOWN DALLAS.
UPR100	14:47	GOVERNOR JOHN CONNALLY OF TEXAS WAS WOUNDED BY THE ASSASSIN.
UPR100	14:47	THE PRESIDENT AND HIS WIFE HAD FLOWN TO TEXAS YESTERDAY FOR A TWO-DAY SWING THROUGH FIVE CITIES.
UPR100	14:47	THE FLEW TO DALLAS THIS MORNING FROM FORT WORTH.
UPR100	14:47	SOME 25-THOUSAND PERSONS LINED THE STREETS AS THE PRESIDENT RODE BY IN THE WHITE HOUSE TOURING CAR.
UPR100	14:47	MRS. KENNEDY HELD HER HUSBAND'S LIMP BODY IN HER ARMS WHEN HE TOPPLED OVER IN THE BACK SEAT OF THE OPEN CAR.
UPR100	14:47	HE WAS RUSHED TO THE EMERGENCY ROOM AT PARKLAND HOSPITAL. PRIESTS AND DOCTORS WENT TO HIS SIDE. 
UPR100	14:47	HE WAS GIVEN THE LAST RITES OF HIS CHURCH ... AND A SHORT TIME LATER DIED.
UPR100	14:47	POLICE FOUND A FOREIGN-MAKE RIFLE. SHERIFF'S OFFICERS ARE QUESTIONING A YOUNG MAN PICKED UP AT THE SCENE.
UPR100	14:47	VICE PRESIDENT JOHNSON WAS IN THE SAME MOTORCADE ... BUT WAS NOT HURT.
UPR100	14:47	WITNESSES SAID THEY HEARD THREE LOUD BURSTS OF GUNFIRE.
UPR100	14:47	THE SHOTS APPEARED TO HAVE COME FROM A GRASSY KNOLL NEAR THE STREET THE MOTORCADE WAS MOVING ALONG.
UPR100	14:47	IN THE TURMOIL IT WAS IMPOSSIBLE TO TELL WHETHER THE SECRET SERVICE AGENTS AND POLICE RETURNED THE GUNFIRE. MORE 
		
UPR101	14:48	BULLETIN (DALLAS) --- PRESIDENT KENNEDY WAS SHOT IN THE RIGHT TEMPLE.
UPR101	14:48	"IT WAS A SIMPLE MATTER OF A BULLET RIGHT THROUGH THE HEAD," SAID DR. GEORGE BURKLEY, WHITE HOUSE MEDICAL OFFICER.
		
UPR102	14:50	KENNEDY WAS SHOT AT 1 25 P-M EST. HE DIED AT APPROXIMATELY 2 P-M EST.
UPR102	14:50	MRS. KENNEDY WAS NOT SHOT. WHITE HOUSE SOKESMEN REFUSED TO COMMENT ON HER CONDITION.
UPR102	14:50	VICE PRESIDENT JOHNSON WAS UNDER HEAVY GUARD AND WAS WHISKED FROM THE HOSPITAL BY WHITE HOUSE OFFICIALS.
		
UPR103	14:52	MR. KENNEDY, THE FATHER OF TWO CHILDREN, WAS ELECTED TO THE WHITE HOUSE IN NOVEMBER 1960 ---
UPR103	14:52	THE NATION'S FIRST ROMAN CATHOLIC PRESIDENT. HE NARROWLY DEFEATED FORMER VICE PRESIDENT NNIXON.
UPR103	14:52	VICE PRESIDENT LYNDON JOHNSON WILL BE SWORN INTO OFFICE AS SOON AS POSSIBLE.
UPR103	14:52	HE WAS RUSHED TO THE HOSPITAL AND WAS WISHED AWAY BY SECRET SERVICE AGENTS. HIS WHEREABOUTS ARE BEING KEPT SECRET.
		
UPR104	14:53	CORRECTION: MAKE THE PRESIDENT'S AGE 46. UPI/CHICAGO
		
UPR105	14:54	(SOVIET REACTION) (MOSCOW) --- MOSCOW RADIO'S COMMENTATOR, IN MOURNFUL TONES, HAS ANNOUNCED THE ASSASSINATION OF
UPR105	14:54	PRESIDENT JOHN F. KENNEDY. HE TOLD RUSSIANS --- "IT IS SAID HE 
UPR105	14:54	HAS BEEN MURDERED BY THE EXTREME RIGHT WING ELEMENTS."
		
UPR106	14:55	URGENT (DALLAS) --- IT IS REPORTED VICE PRESIDENT JOHNSON HAS BEGUN MAKING PLANS TO BE SWORN INTO OFFICE.
UPR106	14:55	HE WILL BE THE 36TH PRESIDENT OF THE UNITED STATES.
		
UPR107	14:56	(WASHINGTON) --- F-B-I DIRECTOR J. EDGAR HOOVER IMMEDIATELY MADE ALL OF HIS AGENTS AND FACILITIES AVAILABLE TO DALLAS 
UPR107	14:56	AUTHORITIES TO HELP APPREHEND THOSE GUILTY OF THE ASSASSINATION ATTEMPT ON PRESIDENT KENNEDY.
UPR107	14:56	HOOVER TELEPHONED CITY OFFICIALS MOMENTS AFTER HE RECEIVED WORD OF THE ATTEMPT.
		
UPR108	14:58	(WASHINGTON) --- NEWS OF THE ASSASSIN'S ATTACK ON PRESIDENT KENNEDY HIT CONGRESS LIKE A THUNDERBOLT. 
UPR108	14:58	THE LEADERSHIP REACTED WITH COMMENTS OF "OH, GOD," AND "THIS IS TERRIBLE."
UPR108	14:58	SENATE DEMOCRATIC LEADER MIKE.MANSFIELD OF MONTANA WAS CALLED TO THE 
UPR108	14:58	SENATE CLOAKROOM TELEPHONE BY UNITED PRESS INTERNATIONAL 
UPR108	14:58	AND INFORMED OF THE NEWS FLASH ON THE ATTACK ON THE CHIEF EXECUTIVE AND TEXAS GOVERNOR JOHN CONNALLY.
UPR108	14:58	"THIS IS TERRIBLE," MANSFIELD SAID AFTER A HUSHED PAUSE. "I CAN'T FIND WORDS."
		
UPR110	15:01	(WASHINGTON) --- THREE OF AMERICA'S LAST FOUR PRESIDENT'S HAVE FACED BULLETS OF AN ASSASSIN. 
UPR110	15:01	OF THE NATION'S 34 PRESIDENTS, THREE HAVE BEEN SLAIN IN OFFICE.
UPR110	15:01	TODAY CAME THE SHOTS AT PRESIDENT KENNEDY. 
UPR110	15:01	OF THE LAST FOUR MEN ELECTED TO THE WHITE HOUSE, ONLY DWIGHT D. EISENHOWER SAW NO ATTEMPT ON HIS LIFE.
UPR110	15:01	THE PRESIDENTS KILLED BY AN ASSASSIN WERE ABRAHAM LINCOLN, JAMES A. GARFIELD AND WILLIAM MCKINLEY.
		
UPR111	15:06	(CHICAGO) -- NEWS OF THE SHOOTING OF PRESIDENT KENNEDY PROMPTED ACTIVE SELLING OF GRAIN FUTURES AND 
UPR111	15:06	PRICES TOOK A DIVE TODAY ON THE CHICAGO BOARD OF TRADE. 
		
UPR112	15:09	(CHICAGO CASH GRAINS) WHEAT UNCHANGED; NO. 2 RED WHEAT 211 1/2. CORN 1/2 TO 1/4 LOWER; NO 2 YELLOW 115 1/2-116; 
		
UPR113	15:21	THIS IS HOW THE WORLD REACTED TO THE ASSASSINATION THIS AFTERNOON OF PRESIDENT JOHN F. KENNEDY IN DALLAS, TEXAS.
UPR113	15:21	A COMMENTATOR FOR MOSCOW RADIO TOLD HIS LISTENERS IN MOURNFUL TONES --- 
UPR113	15:21	IT IS SAID HE HAS BEEN MURDERED BY THE EXTREME RIGHT WING ELEMENTS.
UPR113	15:21	AT THE VATICAN, POPE PAUL THE SIXTH WAS REPORTED TO HAVE GONE TO 
UPR113	15:21	HIS PRIVATE CHAPEL IMMEDIATELY ON HEARING OF THE TRAGEDY.
UPR113	15:21	GERMAN RADIO STATIONS BROADCAST THE EVENT IN COLD, CURT SENTENCES AS DETAILS WERE RECEIVED.
UPR113	15:21	AND AN ARMED FORCES WORKER ... BROADCASTING TO AMERICAN TROOPS THROUGHOUT EUROPE ... 
UPR113	15:21	WAS UNMISTAKENLY SOBBING AS HE READ THE REPORT.
UPR113	15:21	THE SOVIET UNION LEARNED OF PRESIDENT KENNEDY'S DEATH WITH THIS ANNOUNCEMENT OVER MOSCOW RADIO ... 
UPR113	15:21	JUST NOW IT IS OFFICIALLY ANNOUNCED THAT PRESIDENT KENNEDY HAS PASSED AWAY. 
UPR113	15:21	IT IS SUPPOSED THAT THE MURDER WAS DONE BY PERSONS OF THE EXTREME RIGHT WING ELEMENT.
UPR113	15:21	SOVIET PREMIER NIKITA KHRUSHCHEV WAS BELIEVED TO HAVE BEEN IN SOUTH RUSSIA --- NEAR THE BLACK SEA COAST --- 
UPR113	15:21	WHEN MOSCOW GOT THE NEWS OF PRESIDENT KENNEDY'S DEATH.
UPR113	15:21	SOURCES ASSUMED THAT KHRUSHCHEV WAS INFORMED OF THE ASSASSINATION BY WAY OF AN INTERNAL "HOT LINE" CIRCUIT.
UPR113	15:21	PRINCESS LEE RADZIWILL, SISTER OF MRS. KENNEDY INFORMED OF THE ASSASSINATION AT HER LONDON HOME,
UPR113	15:21	SHE ANNOUNCED SHE WILL FLY TO THE UNITED STATES EARLY TOMORROW.
UPR113	15:21	SWEDISH PRIME MINISTER TAGE ERLANDER COMMENTED ONLY --- "I DON'T WANT TO SAY ANYTHING NOW."
UPR113	15:21	AT THE HAGUE2, A FOREIGN OFFICE SPOKESMAN SAID "THE NETHERLANDS GOVERNMENT
UPR113	15:21	EXPRESSES DEEP FELT HORROR ABOUT THE TERRIBLE ATTACK ON PRESIDENT KENNEDY."
UPR113	15:21	"DEEP AND STRONG SYMPATHY IS FELT IN ALL HOLLAND, BOTH FOR THE AMERICAN PEOPLE AND PRESIDENT KENNEDY."
UPR113	15:21	IN HOLLAND, RADIO BULLETINS WERE HEARD IN GREATEST SHOCK. THE NEWS WAS GIVEN AT ONCE TO QUEEN JULIANA.
UPR113	15:21	"MY GOD," SAID A SPOKESMAN AT THE FOREIGN OFFICE. "HOW COULD SUCH A THING HAVE HAPPENED!"
UPR113	15:21	BRITAIN IS DEEPLY SHOCKED AT THE DEATH OF PRESIDENT KENNEDY.
UPR113	15:21	THESE REACTIONS FROM PERSONS ON THE DOWNTOWN STREETS OF LONDON --- FROM A LAWYER --- "I CAN'T BELIEVE IT ... "
UPR113	15:21	"IT'S THE WORST THING THAT COULD HAPPEN. HE'S A GREAT FRIEND OF THIS COUNTRY."
UPR113	15:21	FROM A SECRETARY --- "OH, NO, IT CAN'T BE TRUE. WHO WOULD POSSIBLY WANT TO DO IT?"
UPR113	15:21	FROM A MEAT PACKER --- "OH MY GOD. I CAN'T BELIEVE IT."
		
UPR114	15:24	(WASHINGTON) -- NEWS OF THE SHOOTING HIT CONGRESS LIKE A THUNDERBOLT.
UPR114	15:24	"OH GOD." "THIS IS TERRIBLE." SOME OF THE SHOCKED WORDS.
UPR114	15:24	SENATOR EDWARD KENNEDY, THE PRESIDENT'S YOUNGEST BROTHER, WAS PRESIDING OVER THE SENATE WHEN HE WAS TOLD.
UPR114	15:24	ATTORNEY GENERAL ROBERT KENNEDY HAD GONE HOME TO MCLEAN, VIRGINIA, FOR LUNCH WHEN THE NEWS CAME.
UPR114	15:24	SENATE DEMOCRATIC LEADER MIKE MANSFIELD SAID ... "THIS IS TERRIBLE. I CAN'T FIND WORDS."
UPR114	15:24	SPEAKER JOHN MCCORMACK WAS VISIBLY AFFECTED.
UPR114	15:24	SENATE G-O-P LEADER DIRKSEN SAID "THIS IS THE MOST DISASTROUS THING THAT COULD HIT THIS NATION."
UPR114	15:24	THE PRESIDENT'S MOTHER AND FATHER WERE AT HYANNIS PORT, MASSACHUSETTS, WHEN THE WORD CAME.
UPR114	15:24	MRS. KENNEDY IS 72 ... MR. KENNEDY IS 75. HE SUFFERED A STROKE IN DECEMBER 1960 AND NEVER FULLY RECOVERED.
UPR114	15:24	SECRETARY OF STATE RUSK AND OTHER CABINET MEMBERS WERE ABOARD A PLANE BOUND FOR JAPAN. 
UPR114	15:24	THE PLANE TURNED BACK BETWEEN HONOLULU AND TOKYO.
		
UPR115	15:30	(KENNEDY OBIT) JOHN FITZGERALD KENNEDY ...
UPR115	15:30	ON A BITTERLY COLD AND SNOWY DAY IN JANUARY, 1961, WHEN HE WAS INAUGURATED 35TH PRESIDENT OF THE UNITED STATES,
UPR115	15:30	JOHN FITZGERALD KENNEDY SOUNDED A CALL TO ACTION THAT IN MANY WAYS SUMMED UP HIS OWN REMARKABLE CAREER.
UPR115	15:30	"LET THE WORD GO FORTH FROM THIS TIME AND PLACE, TO FRIEND AND FOE ALIKE, HE SAID, "THAT THE TORCH HAS BEEN PASSED
